BTH_YR,GENDER,SCTR_CD,LN_AMT,DLQ_TYPE,DLQ_CD_1,DLQ_CD_2,DLQ_AMT,CD_OPN_CD_1,CD_OPN_CD_2
36,1,8,0.0,1.0,5,2,1000.0,0,0
39,0,7,0.0,1.0,1,2,1700.0,0,0
24,1,0,0.0,0.0,0,0,0.0,1,1
24,1,0,0.0,0.0,0,0,0.0,1,1
27,0,0,0.0,0.0,0,0,0.0,1,1
56,0,0,0.0,0.0,0,0,0.0,1,1
48,0,0,0.0,0.0,0,0,0.0,1,1
65,1,0,0.0,0.0,0,0,0.0,1,1
65,1,0,0.0,0.0,0,0,0.0,1,1
65,1,0,0.0,0.0,0,0,0.0,1,1
22,1,8,9900.0,0.0,0,0,0.0,0,0
22,1,8,15000.0,0.0,0,0,0.0,0,0
49,1,0,0.0,0.0,0,0,0.0,1,1
49,1,0,0.0,0.0,0,0,0.0,1,2
49,1,0,0.0,0.0,0,0,0.0,1,1
49,1,0,0.0,0.0,0,0,0.0,1,1
57,1,0,0.0,0.0,0,0,0.0,1,1
57,1,0,0.0,0.0,0,0,0.0,1,1
57,1,0,0.0,0.0,0,0,0.0,1,1
51,0,0,0.0,0.0,0,0,0.0,1,1
64,0,0,0.0,0.0,0,0,0.0,1,1
64,0,0,0.0,0.0,0,0,0.0,1,1
44,1,0,0.0,0.0,0,0,0.0,1,1
44,1,0,0.0,0.0,0,0,0.0,1,1
29,0,1,10000.0,0.0,0,0,0.0,0,0
44,1,0,0.0,0.0,0,0,0.0,1,1
59,1,0,0.0,0.0,0,0,0.0,1,1
42,0,0,0.0,0.0,0,0,0.0,1,1
42,0,0,0.0,0.0,0,0,0.0,1,1
